word,topicid,topicval
pregnanc,"[18, 0, 7, 4, 2, 9, 5, 19, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99996774598645066, 3.19061582090486e-05, 3.4785335947844136e-07, 1.8690133238401799e-12, 1.2590793858159874e-13, 6.36288765458882e-23, 3.0808111093415115e-65, 6.0155430249356188e-80, 3.3900527914218493e-113, 1.2019617726533428e-139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ancient,"[19, 1, 14, 9, 2, 7, 18, 0, 5, 4, 15, 16, 13, 12, 11, 10, 8, 6, 3, 17]","[1.0, 1.0632723157374166e-28, 2.9640110327319771e-36, 5.4763191123793683e-54, 1.6447834539727959e-88, 4.8029403444823469e-91, 2.2118816651207476e-116, 4.164889719534817e-180, 6.5933696454409413e-229, 2.9656990906511965e-250, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
aneurysm,"[0, 7, 18, 4, 2, 9, 19, 5, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99999998980763394, 8.7703409020335785e-09, 1.4216219077619308e-09, 4.2959133504913211e-13, 3.1519866745136169e-21, 1.5940118758632136e-34, 6.4490109729025885e-74, 4.2915511617871249e-100, 3.4595911535345933e-129, 7.409465703054682e-152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
balloon,"[4, 0, 18, 7, 2, 9, 15, 5, 19, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99960899455064867, 0.0003861279547719451, 4.8774945272024109e-06, 3.259239640863758e-14, 2.0628212770762957e-36, 1.0555842572931228e-61, 4.0778081526153021e-137, 1.8028883502859578e-141, 1.2478113246933785e-144, 5.4634518636008056e-224, 2.4355882337889834e-227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bulg,"[4, 0, 18, 7, 2, 9, 5, 15, 19, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99996384742956046, 3.6151745551366696e-05, 6.3764323122006907e-10, 1.8725068448266382e-10, 3.6480609153458499e-35, 1.7924673073439046e-62, 1.6237886838062464e-120, 7.7463087095892465e-137, 4.3112138867921951e-138, 1.0542757203281748e-202, 1.0077915554494767e-216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wall,"[19, 9, 1, 7, 14, 2, 18, 5, 0, 13, 4, 6, 3, 17, 16, 10, 11, 12, 15, 8]","[0.99999999999982947, 1.7095625665524703e-13, 2.1539548313332314e-30, 1.4299055671956055e-47, 2.6986579953705282e-49, 2.0033779908481202e-50, 3.5809249040555973e-73, 4.6996136460180718e-77, 2.477999468104769e-84, 1.2794792967396602e-192, 1.3668573254793104e-207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
clot,"[2, 9, 7, 18, 0, 19, 4, 1, 14, 5, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99999976912115862, 2.3043782677291949e-07, 4.3294842988306657e-10, 8.0500154019687123e-12, 2.4676635580059223e-17, 1.4475952145120436e-27, 7.9890138080871762e-44, 2.1490566800682484e-51, 5.6776982272535277e-78, 1.4717234845543777e-78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thrombosi,"[4, 0, 18, 7, 2, 9, 5, 19, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99988019104460135, 0.00011976726838648931, 3.9163080125891493e-08, 2.5239564398396745e-09, 3.3571237466152237e-26, 5.6860949911840824e-53, 2.184032329949128e-109, 7.3193204795083854e-110, 1.0512523236420928e-171, 2.475386435728269e-177, 2.8001876150477374e-218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dilat,"[18, 0, 7, 4, 2, 9, 19, 5, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99977151173832146, 0.00022848032370116066, 7.9378229068428114e-09, 1.4613838530910027e-13, 2.7695878962140645e-15, 1.8693088932501665e-26, 2.2381974426115383e-67, 2.0681935750853302e-95, 3.2632365726672923e-111, 1.0481642886842038e-136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ruptur,"[4, 0, 18, 7, 2, 9, 15, 19, 5, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.9999967573068882, 3.2182587218970005e-06, 2.4433434827694911e-08, 9.3975643690918826e-13, 1.1487130861894447e-36, 3.0674303177753415e-58, 1.3363302794322382e-129, 4.89273635540523e-142, 1.3126281718392996e-146, 4.452635430295198e-203, 5.66612149417657e-216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
uncontrol,"[0, 4, 18, 7, 2, 9, 5, 19, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.9996844662022204, 0.00031294081400507341, 2.5924355865436597e-06, 5.4816947190083375e-10, 7.6250009365320086e-27, 1.2039881739365156e-51, 1.7221135230490223e-95, 7.0122318631765755e-118, 5.3451977667436667e-167, 4.069250657838215e-194, 1.2833561041502874e-204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lethal,"[4, 0, 18, 7, 2, 9, 15, 19, 5, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999146939501915, 8.4322380586033967e-06, 9.836000072289495e-08, 6.947998573884504e-12, 1.4796293107737713e-42, 9.0839770634645216e-68, 2.3808682304895656e-132, 2.262702367221828e-140, 1.1678400021515787e-160, 6.3220990992874135e-214, 7.8425018699451469e-216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
circl,"[5, 9, 19, 2, 7, 1, 18, 14, 0, 4, 13, 6, 17, 3, 16, 15, 10, 11, 12, 8]","[1.0, 2.4741494028694042e-16, 5.056713373148584e-26, 1.4728011423672018e-27, 4.9832546667971673e-29, 2.1012837910191737e-29, 4.2765754557386384e-42, 1.4097456575913156e-44, 1.7909699411316254e-94, 7.5237208838995812e-148, 1.4100393256671744e-265, 1.0202368998237843e-290, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
willi,"[4, 0, 18, 7, 2, 9, 15, 19, 5, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99962115312279198, 0.0003378772214426118, 4.0966934625793534e-05, 2.7211573485969004e-09, 2.904773393173452e-40, 3.9319270045212003e-63, 2.1603029012552666e-104, 2.5565098351560441e-134, 6.6098707712243388e-143, 1.7147669588892025e-204, 3.1985610589361249e-215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
aorta,"[0, 4, 18, 7, 2, 9, 5, 19, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99730137010604847, 0.0026892653726589472, 9.3645136055320841e-06, 7.6994034300250257e-12, 1.0254832731464382e-24, 2.3705051436209119e-45, 1.3468269292249214e-101, 3.4195572143716383e-114, 7.8493235434599139e-159, 2.4017813810239912e-169, 5.3454597876520555e-273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
abdomin,"[0, 4, 18, 7, 2, 9, 5, 19, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999999695853603, 2.8757801264390716e-09, 1.5593212705295038e-10, 9.7748383030178249e-12, 1.7990898446516842e-29, 5.2992919869101421e-46, 1.4959610021545593e-108, 5.462592705232322e-131, 1.8233903945086512e-176, 1.0838643624304001e-200, 1.0670544735343132e-271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
angiogenesi,"[4, 18, 7, 0, 2, 9, 19, 5, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999915451140209, 7.2552015819595963e-07, 9.2715407325088347e-08, 2.7253041941805375e-08, 1.3086418045938342e-37, 5.3985606302918269e-65, 2.8004868600600668e-137, 5.5803554403373543e-146, 5.4830160572067512e-149, 1.8338178185574689e-207, 2.3040316546095834e-218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
physiolog,"[9, 19, 2, 7, 1, 18, 14, 0, 5, 4, 13, 6, 3, 17, 16, 10, 11, 12, 15, 8]","[1.0, 2.7044296414970295e-27, 9.8375371238108657e-28, 1.4283390646909677e-28, 1.0170049089907619e-34, 7.5442173999419132e-48, 9.4743805277790348e-58, 1.1576677927021915e-79, 8.1800886372394221e-86, 8.7617045395467355e-163, 1.6908682695805539e-304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
precis,"[15, 4, 0, 18, 7, 2, 9, 5, 19, 1, 14, 12, 11, 10, 13, 8, 6, 16, 3, 17]","[1.0, 2.7358842765005624e-42, 1.5988066402231886e-46, 4.5189881797241066e-49, 2.4509931099049779e-54, 5.0935931987789298e-98, 7.6333332093104883e-132, 1.1640000441499026e-206, 5.2498559780766531e-235, 4.7643331249670914e-316, 2.8661687828109102e-316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
de,"[1, 19, 14, 9, 7, 2, 18, 5, 0, 4, 13, 6, 15, 16, 12, 11, 10, 8, 3, 17]","[1.0, 4.0072763664912643e-16, 2.9775859107509236e-17, 2.3254700721193447e-19, 1.7562741218302134e-30, 9.2772780544486859e-32, 6.2610105856362125e-33, 5.458440238888204e-58, 6.4676407804751424e-97, 1.3825292375295368e-166, 8.8179874876522661e-269, 7.5342030672252388e-277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
endotheli,"[15, 4, 0, 18, 7, 2, 9, 5, 19, 1, 14, 12, 11, 10, 13, 8, 6, 16, 3, 17]","[1.0, 2.7358842765005624e-42, 1.5988066402231886e-46, 4.5189881797241066e-49, 2.4509931099049779e-54, 5.0935931987789298e-98, 7.6333332093104883e-132, 1.1640000441499026e-206, 5.2498559780766531e-235, 4.7643331249670914e-316, 2.8661687828109102e-316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
mesoderm,"[4, 0, 18, 7, 2, 9, 5, 19, 15, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99992126283976845, 7.8730703994325319e-05, 6.4547579691405279e-09, 1.4691251898755299e-12, 4.9409033861011668e-41, 6.8327677116382803e-67, 1.691223557433286e-151, 3.3225314834495913e-154, 1.2077840586479459e-158, 2.213332187585677e-224, 1.2802529206039773e-237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
text,"[0, 4, 18, 7, 2, 9, 5, 19, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99728236539170978, 0.0025930220117277736, 0.00012459215420302573, 2.0442346996510876e-08, 8.2797510172523569e-22, 2.9977018290700717e-50, 4.8584742834152526e-93, 1.2729143008201593e-110, 7.5900486478468986e-149, 1.8532045367933058e-185, 4.7158704122745652e-196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
embryo,"[7, 0, 18, 2, 4, 9, 19, 5, 14, 1, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99980930431429593, 0.0001634053668035039, 2.7289776531538015e-05, 5.4234475375610389e-10, 1.3356887106130216e-21, 1.6776951061687182e-25, 1.738277106906737e-65, 2.5188477966976787e-92, 7.3787934821234824e-103, 6.5024437957979099e-109, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
transit,"[5, 14, 1, 9, 2, 19, 7, 18, 0, 13, 12, 11, 10, 8, 6, 15, 4, 3, 16, 17]","[1.0, 7.26397730937037e-55, 6.8124633796016614e-69, 8.4842480787158999e-71, 6.9445716053157787e-80, 5.5037469369269786e-89, 3.4041181515340819e-145, 3.3593841462877799e-159, 6.0570691786953953e-303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
inhibitor,"[0, 4, 18, 7, 2, 9, 5, 19, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.98722583824805488, 0.012730143361403207, 4.4015220898494224e-05, 3.1696535436566522e-09, 1.2558131660142523e-32, 8.9113664609778654e-50, 2.1948784488316303e-123, 3.7822663295440028e-131, 9.0671766889561419e-187, 2.8395274598968359e-189, 2.0485713979531332e-196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hot,"[2, 7, 18, 9, 5, 19, 0, 1, 4, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99999992421954009, 5.3600729545582313e-08, 2.1067964915318261e-08, 1.1117764847113034e-09, 5.5252086815460573e-30, 5.3683259572551325e-31, 2.8799649543451072e-31, 2.2725323657723852e-42, 5.080950367462135e-59, 4.2109594015863902e-71, 5.0780511738644577e-316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
illustr,"[0, 4, 18, 7, 2, 9, 5, 19, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99989199611720747, 0.00010536778690596718, 2.5777704070934655e-06, 5.8325473304133933e-08, 7.4961499961514071e-28, 5.5440151814214723e-47, 3.2730894745070035e-97, 6.0867613175397165e-128, 8.45434945052417e-161, 9.6146638884205344e-177, 7.8427340253329892e-187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
moment,"[9, 5, 14, 1, 2, 18, 19, 7, 12, 11, 10, 13, 8, 6, 15, 4, 3, 16, 17, 0]","[1.0, 5.3916832313202086e-47, 4.8805935304903716e-57, 5.1237819225346914e-82, 1.1017137466736295e-90, 3.6801447183980112e-169, 7.2081553565107452e-212, 3.7418097997389495e-244, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
torqu,"[7, 18, 2, 0, 9, 4, 5, 19, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99999591693004075, 4.0830698985505263e-06, 3.5055378452617202e-14, 5.9195535319586751e-18, 9.601890111320102e-21, 1.034385317230194e-32, 1.3311596939009645e-38, 6.0835148321189651e-67, 2.3089022578870804e-106, 2.8546314577118381e-128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
chosen,"[18, 0, 7, 4, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99709241453198949, 0.0028975182470751706, 1.0067217323026799e-05, 3.6147927237261444e-12, 5.7050363382803141e-25, 2.1950028602933479e-38, 2.4002032770235579e-96, 3.5147176346587727e-107, 9.0439794427239008e-137, 4.2555886723891235e-161, 1.4829455508901291e-296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ω,"[4, 0, 18, 7, 2, 9, 19, 5, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99998275980604168, 1.412809052870431e-05, 3.1120885243519525e-06, 1.4927123538965962e-11, 2.4698226899086212e-32, 1.4295020902256335e-58, 8.186763409209876e-128, 3.5958301263074092e-152, 1.9612513485376768e-172, 8.992753073926369e-202, 2.9888590860388654e-205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fast,"[9, 2, 18, 7, 5, 19, 0, 1, 14, 4, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99999999990671995, 9.3280107719425038e-11, 1.3038219898722994e-14, 7.8910890993888091e-15, 1.0268040164943357e-30, 9.0146107212929751e-31, 2.8323989279011795e-42, 2.0283608698339689e-44, 1.8225529876916219e-57, 1.51313683021253e-76, 1.0667846211921027e-267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
axi,"[5, 9, 2, 19, 7, 14, 1, 18, 0, 4, 13, 15, 12, 11, 10, 8, 6, 16, 3, 17]","[1.0, 2.2769124040756467e-20, 4.1410660802964931e-33, 1.7509896234614101e-33, 1.5772150168697311e-35, 3.6114749626585353e-43, 2.3485031995659134e-49, 3.9555033410729619e-52, 5.2106617852281372e-108, 9.2155246901090209e-152, 7.4104575594085497e-300, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
inertia,"[7, 2, 18, 9, 0, 4, 5, 19, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99998824392882146, 1.1751616950524679e-05, 4.4449622687136352e-09, 9.2895170814014774e-12, 1.7474660893535713e-24, 3.404570510127857e-48, 2.4021580061702817e-51, 2.3798090584746779e-63, 4.127634845251163e-80, 5.184914374698274e-100, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
outsid,"[9, 2, 7, 19, 18, 1, 0, 14, 5, 4, 13, 6, 15, 12, 11, 10, 8, 16, 3, 17]","[0.99999999998459543, 1.0388798337345781e-11, 3.5587037742855934e-12, 1.4768648603670932e-12, 2.1205637888827243e-27, 1.0046077583025971e-35, 4.7285912103390077e-41, 2.8517750098640906e-46, 4.1938027805631036e-58, 3.9363603009725334e-106, 2.537741541692362e-249, 1.0222177079580391e-277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
analog,"[5, 9, 2, 19, 7, 18, 1, 14, 0, 4, 13, 6, 15, 12, 11, 10, 8, 16, 3, 17]","[0.99999999999988631, 8.8867791025889106e-14, 3.2196257412533657e-15, 4.4880043604103663e-20, 3.9293406214602689e-23, 5.1572899061674048e-28, 7.3200121109851331e-30, 3.5071979295223476e-40, 9.4309935696730548e-70, 5.051413498238462e-126, 6.5277846063375241e-264, 4.945154659906583e-282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
arm,"[7, 18, 0, 2, 4, 9, 19, 1, 5, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99999858361625493, 1.4103379939604656e-06, 5.7198717346658993e-09, 3.2590609300013023e-10, 3.2398986703557751e-18, 8.4655920769135495e-19, 3.4726638520383161e-84, 3.9125024462260834e-88, 1.7988516960404942e-98, 4.0906993905846506e-116, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fall,"[7, 18, 2, 9, 0, 5, 19, 4, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99999999250547944, 7.4890183456473741e-09, 5.3353010056106702e-12, 1.8568937896276731e-13, 1.1530171979121618e-21, 9.815976664941389e-28, 6.3500886597792531e-40, 2.2137839559015371e-43, 1.2235719118470939e-64, 7.4722764374841426e-98, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
precess,"[18, 0, 4, 7, 2, 9, 5, 19, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.98890189739822287, 0.008466388721590978, 0.0026315662172589362, 1.4766291008966234e-07, 1.7159992564060094e-24, 8.6554695043010079e-43, 5.4916834797462881e-83, 9.0012569048313201e-91, 1.3805302109892555e-150, 1.8165683996427528e-180, 1.9560415816067406e-313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
inerti,"[18, 7, 2, 0, 4, 9, 19, 5, 14, 1, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99997735346376437, 2.2646536207336758e-05, 2.3774258955348708e-14, 3.3759490450773863e-24, 1.7673236835538348e-26, 1.2811960542833795e-31, 7.2435365226920023e-96, 2.6722618939480822e-125, 2.6133971538092708e-134, 1.6489123117620891e-145, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wheel,"[0, 4, 18, 7, 2, 9, 19, 5, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.9973094408523353, 0.0026762416840520821, 1.4316933764118744e-05, 5.2987349588626892e-10, 1.5604178169100303e-32, 2.4837071841913312e-57, 1.0169566656085384e-108, 4.482427962808577e-122, 2.8730256118500725e-150, 1.1687847557789622e-179, 4.0579945409107147e-199, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fli,"[7, 18, 0, 2, 9, 4, 5, 19, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99951822020646608, 0.0004817727474617173, 6.9849850558170314e-09, 6.1090324169037549e-11, 1.4352229144393092e-15, 5.4580014009471586e-25, 5.8541205349147674e-50, 4.9833408924770183e-57, 1.534914959445286e-100, 1.6649380434258278e-110, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
oper,"[6, 14, 1, 5, 19, 2, 9, 18, 7, 13, 12, 11, 10, 8, 15, 4, 3, 16, 17, 0]","[1.0, 8.1914761213993592e-51, 9.0870252955206999e-53, 1.243636329983712e-77, 1.11602791311827e-83, 2.913684750306114e-89, 6.2742622773984863e-91, 1.9322866425302525e-127, 5.8439963503874227e-134, 6.0194796926917427e-301, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
quantiz,"[0, 7, 18, 4, 2, 9, 19, 5, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99998327211491012, 1.0382010789864753e-05, 6.3458700156178519e-06, 4.2784561300151744e-12, 1.5062587996457908e-20, 3.2949883364511936e-36, 8.1014567176128526e-77, 2.4264389237898032e-110, 1.1831417323605707e-152, 5.2343463559218667e-159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
eigenvalu,"[18, 0, 4, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99996043458008699, 3.9516158862234517e-05, 2.8358935303861147e-08, 2.0902098259674046e-08, 1.3105536116939892e-25, 7.0584580541727249e-37, 4.5850883429277522e-91, 3.5510027915739064e-116, 8.4744569838432495e-137, 2.401398535427988e-150, 8.349911626638933e-265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
heisenberg,"[18, 7, 0, 4, 2, 9, 5, 19, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99328699934739961, 0.0044179181909628643, 0.0022949625885866228, 1.1987293377731329e-07, 8.8915379791292673e-14, 7.9456939217651684e-35, 3.322408007781923e-85, 6.3188789629973656e-93, 2.9561832242930601e-133, 1.4101069809775854e-140, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
uncertainti,"[0, 7, 18, 4, 2, 9, 5, 19, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999944731568391, 5.5215911827706312e-07, 5.2520754006573986e-10, 3.2397152060190183e-17, 1.098300232008367e-26, 3.726476999303939e-50, 8.6336520395318681e-82, 3.0203785944272729e-116, 2.5377081804919906e-178, 3.1908299814678855e-183, 1.4232776177280596e-230, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
liter,"[0, 18, 4, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99949113608478002, 0.00050885299672032874, 8.6581985430127641e-09, 2.260293116851613e-09, 4.6760136721611055e-21, 8.0245307746609759e-44, 4.619737525471926e-99, 2.7073934820753522e-121, 1.2496687516163869e-145, 1.6185938358851661e-154, 3.8025910467640419e-236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
phenyl,"[4, 18, 0, 7, 2, 9, 5, 19, 15, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99968609314678092, 0.00031293631484244811, 9.701391076021027e-07, 3.992667654273831e-10, 5.6904722307502748e-37, 4.6609457595434e-70, 3.3988084947309309e-149, 1.7297371021093671e-149, 1.0451593370664151e-175, 4.9475969186219692e-223, 5.2667185657769212e-238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ignit,"[4, 0, 18, 7, 2, 9, 5, 19, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.9983958914506198, 0.0015304435810020761, 7.366464506897559e-05, 3.2332909024573787e-10, 1.5353281157888532e-30, 1.8849799889529395e-55, 8.8502961963610961e-100, 8.3764808312896706e-116, 8.3210759391205764e-160, 9.2706813143757343e-186, 2.1193515967406997e-212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
readili,"[7, 18, 0, 4, 2, 9, 19, 5, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99999661758736436, 3.3499797765577022e-06, 3.2432849438104669e-08, 8.6681588880478245e-18, 2.768940634967898e-19, 2.698326510237664e-31, 1.2429925045226631e-77, 3.9400504298768994e-100, 1.7345528909531211e-136, 7.359576753515092e-137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
burn,"[18, 7, 0, 4, 2, 9, 19, 5, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99993501826038622, 6.498094442415759e-05, 7.7058244047000015e-10, 2.4453613930775402e-11, 1.8057217199378544e-13, 2.2029410525524976e-24, 8.5748451789942421e-59, 4.5062945188361578e-72, 2.1041146664800164e-118, 5.9817781975279227e-132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ant,"[2, 18, 7, 9, 0, 19, 4, 5, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99990485299427212, 9.492292419580544e-05, 2.1014587111695912e-07, 1.3856379077906913e-08, 7.9254947879893463e-11, 3.6992037184347575e-32, 1.3775697153491291e-32, 1.7808807266809477e-48, 1.8615394615937432e-84, 9.3906818812078847e-89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
insect,"[19, 9, 7, 18, 2, 1, 5, 14, 0, 4, 13, 6, 3, 17, 16, 10, 11, 12, 15, 8]","[0.99999992132063964, 7.8483342335300029e-08, 1.9599512076958185e-10, 4.1669390832824938e-16, 2.1120423304448768e-18, 5.5382957255138808e-27, 2.0489113698068303e-34, 4.7675162311722392e-38, 5.2704729671865493e-45, 8.2633969792559624e-107, 6.4905178803611734e-189, 3.4956876444290962e-246, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wasp,"[4, 18, 0, 7, 2, 9, 19, 5, 1, 15, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999496413807198, 4.9917313168551836e-06, 4.4130596336869209e-08, 4.1980698948914139e-14, 1.4072499155705286e-31, 3.6524691001125801e-64, 8.8578095393067142e-134, 1.6267568111610971e-157, 6.2535161302209551e-184, 2.4227012285960243e-187, 2.4675656088027238e-190, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
