word,topicid,topicval
special,"[6, 14, 1, 9, 5, 2, 7, 8, 3, 4, 19, 18, 10, 11, 12, 13, 15, 16, 17, 0]","[1.0, 5.6271902270845799e-122, 6.521807360217048e-155, 2.9106584488263562e-204, 3.2289647384510725e-261, 6.7605955046902261e-268, 2.7110509313969109e-295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
late,"[9, 7, 2, 18, 19, 0, 1, 5, 4, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99983468000027065, 0.00015865237120123046, 6.6675871632784532e-06, 4.1362367207719718e-11, 1.0302178921716352e-21, 8.2289054669891188e-25, 7.5006945278493e-37, 2.3118310216968304e-39, 4.1772212101891698e-60, 2.0452424616179493e-75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
search,"[7, 18, 2, 0, 9, 4, 5, 19, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99949642359122892, 0.00050337920616157455, 1.6629232619782691e-07, 3.0910293626320422e-08, 3.4171885580818602e-19, 5.2557627341030313e-21, 1.5539273626563585e-49, 7.7189326003575472e-54, 1.160437069803801e-80, 4.3401742974875641e-98, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
confirm,"[9, 2, 7, 18, 19, 1, 0, 14, 5, 4, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99987957045012832, 0.00010929806300851065, 1.1131486317968567e-05, 4.5669341542490297e-13, 7.939887349943395e-14, 7.0800366048897053e-29, 5.9812505337456458e-32, 8.7028817276679194e-49, 7.6892050968135677e-54, 1.7084927393927878e-76, 5.7701485676959446e-233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
heliocentr,"[4, 0, 18, 7, 2, 9, 15, 5, 19, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999318024334227, 6.7704451289847434e-06, 4.9311454447419568e-08, 5.3473519400804318e-14, 1.2217685030498889e-37, 3.6364821587571148e-61, 1.5760567217416352e-122, 2.169564022517101e-135, 1.0184004088281358e-139, 2.0993779034526342e-215, 1.0020483269957335e-221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
model,"[6, 1, 14, 5, 9, 2, 7, 19, 18, 11, 10, 8, 12, 13, 15, 4, 3, 16, 17, 0]","[1.0, 2.314413673929544e-116, 2.4501366063357972e-121, 1.6156230658830339e-174, 7.2752249807487565e-185, 1.0283466261868902e-209, 1.0828264278581193e-233, 1.9768470056227019e-272, 8.4428134248270331e-298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
solar,"[5, 14, 1, 2, 9, 19, 13, 12, 11, 10, 18, 8, 7, 6, 15, 4, 3, 16, 17, 0]","[1.0, 4.8174666382598697e-128, 5.6238662327585308e-155, 1.0662908768957194e-215, 3.662326882874311e-245, 6.5932490487602922e-263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
howev,"[14, 1, 7, 19, 18, 9, 2, 5, 0, 13, 4, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[1.0, 2.2259117748151327e-49, 8.0393329871460252e-55, 2.2216400520800205e-72, 1.2674048118485599e-72, 5.2954228143737255e-82, 1.252860466778368e-94, 8.3755702746315564e-134, 1.5326050480289159e-160, 8.4580974197048764e-226, 1.1098567029238022e-313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
understood,"[7, 18, 2, 0, 9, 4, 19, 5, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99695418387965851, 0.0030458151484831844, 9.7147298214299997e-10, 4.0821825814198956e-13, 3.8850400769841164e-19, 1.0376467388795211e-25, 1.0001255997496204e-66, 3.9553265787280068e-70, 2.8539779745464658e-94, 6.748801265303162e-126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
jame,"[9, 19, 7, 2, 18, 1, 5, 0, 14, 4, 3, 6, 17, 16, 10, 11, 12, 13, 15, 8]","[0.99999995591292745, 4.3952993614310179e-08, 1.1956401263950774e-10, 1.4502771255072774e-11, 2.7091811949683053e-18, 2.0629108832497983e-34, 1.8815973752721264e-34, 5.4326836181267089e-44, 1.1451633115259746e-53, 2.547327899153891e-86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
provid,"[14, 1, 5, 19, 7, 9, 2, 18, 0, 13, 6, 4, 12, 11, 10, 8, 15, 16, 3, 17]","[1.0, 5.6573189729209149e-15, 1.5955432103849962e-27, 4.5819750686447244e-30, 1.0888546230961307e-33, 3.1671160905035617e-38, 2.1286794501343947e-62, 2.0672964932387923e-64, 3.2153579251438349e-128, 2.6693998420142821e-212, 1.6374046879507893e-255, 4.0084778307920252e-303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
classic,"[5, 1, 14, 9, 7, 2, 18, 19, 0, 6, 11, 10, 12, 8, 13, 15, 4, 3, 16, 17]","[1.0, 9.8179506856877714e-44, 4.3156747069394763e-45, 1.2830301458918019e-68, 3.6734440383073733e-90, 3.2545956503543618e-94, 8.5571407880125428e-110, 9.1104756607964583e-113, 6.313388688495944e-227, 3.1271178542521888e-280, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
explan,"[18, 7, 0, 2, 4, 9, 19, 5, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99999961183148833, 3.8800070140695866e-07, 1.677682967676796e-10, 2.4647620317988957e-14, 1.9822348119323219e-17, 4.8492021610931511e-23, 6.9293013725324417e-81, 4.2589074150713681e-86, 1.2147991846933539e-134, 2.6762309345482349e-138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
finit,"[9, 2, 7, 19, 18, 1, 5, 14, 0, 4, 13, 15, 12, 11, 10, 8, 16, 6, 3, 17]","[0.99999999999988631, 1.1046399540785868e-13, 8.1895652036391419e-15, 1.3746394453904587e-28, 1.9046781917860428e-31, 2.2044442641323971e-36, 3.8991972055940729e-40, 1.0684141101331732e-45, 1.5086693683098356e-70, 6.7787959929515357e-127, 8.6055917306187806e-313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
orbit,"[17, 14, 1, 19, 8, 2, 3, 4, 5, 6, 7, 9, 18, 10, 11, 12, 13, 15, 16, 0]","[1.0, 2.889295757376817e-262, 4.3516808020051154e-319, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
make,"[14, 1, 19, 9, 7, 2, 18, 5, 13, 0, 15, 16, 12, 11, 10, 8, 6, 4, 3, 17]","[1.0, 2.2373465285426239e-25, 1.0120102813537479e-55, 1.3877337541911552e-59, 2.0587627444445276e-87, 2.3375227415986039e-91, 4.1265219631658239e-116, 2.6808542078287579e-165, 1.2365947449550468e-249, 6.9312858008763781e-273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
earliest,"[18, 7, 2, 0, 9, 4, 5, 19, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.9999964199635506, 3.5706200376351086e-06, 9.3969142345408411e-09, 1.9513169104809173e-11, 6.9714710003930022e-20, 4.8559326606055297e-23, 5.8946788422931711e-67, 5.1857323198142507e-74, 1.3776317790918452e-91, 9.3897748597744556e-119, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19th,"[2, 9, 7, 18, 0, 1, 19, 4, 5, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[1.0, 5.2471164771671815e-28, 2.0940665854114606e-36, 3.6269359705015582e-39, 5.191992282631509e-62, 4.3968648417547356e-64, 7.1944641191238713e-80, 1.1873033040340557e-83, 9.3140797126838671e-115, 3.0969903878258956e-124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
centuri,"[14, 1, 19, 7, 9, 18, 2, 15, 13, 12, 11, 10, 8, 16, 6, 5, 4, 3, 17, 0]","[1.0, 2.0479644221407507e-135, 9.6428732174801858e-164, 1.2702082531474924e-185, 1.1865883370764334e-194, 2.6367523322480882e-224, 1.543123694885405e-230, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
becam,"[14, 1, 19, 7, 9, 18, 2, 5, 0, 6, 13, 4, 15, 12, 11, 10, 8, 16, 3, 17]","[0.9999999999577085, 4.2319590496032611e-11, 1.1039674953251976e-16, 6.1237772048857281e-28, 1.3802376644547454e-40, 3.4590183183246616e-50, 6.8771062784220127e-52, 4.4208339708420649e-101, 5.3705252964840387e-114, 3.9720694377368824e-209, 3.2668358371300064e-219, 1.1341546539919693e-242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
major,"[14, 1, 7, 19, 9, 18, 2, 5, 0, 13, 4, 15, 12, 11, 10, 8, 16, 6, 3, 17]","[1.0, 1.2850455799061671e-21, 8.4767154619616633e-32, 3.1181258080996657e-37, 5.0571193765717061e-50, 2.2996620749961223e-58, 1.0423602593624543e-72, 1.5262192043176276e-115, 3.7439213857775053e-126, 3.1079917625624242e-199, 8.1112129804920791e-290, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
motiv,"[18, 2, 7, 0, 9, 4, 5, 19, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99997911016439156, 1.1986856647713159e-05, 8.8929970705426008e-06, 9.9819122507785199e-09, 1.4029519160594844e-20, 4.3972945738854354e-21, 6.2158259186070639e-43, 1.5948109014600017e-61, 1.2472445773388601e-80, 1.8804625148176876e-124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
aether,"[0, 4, 18, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99982299985184575, 0.0001742120607141748, 2.7872973725097192e-06, 7.9006532303598992e-10, 1.8579963918518685e-25, 1.0296732405085477e-41, 6.8707265887337733e-106, 4.477903318457723e-134, 1.0867159088667842e-163, 6.4458865254776135e-176, 1.0671443035196591e-228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
drag,"[4, 0, 18, 7, 2, 9, 5, 19, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999873995926492, 1.2600276650909077e-06, 1.3089993125179624e-11, 4.0434608040763459e-15, 2.501353753650339e-41, 5.8689719089548931e-61, 3.798745828585308e-113, 1.0586248243839992e-136, 1.986218392732886e-138, 8.3175674685561923e-204, 4.7667534407427051e-235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
augustin,"[4, 0, 18, 7, 2, 9, 5, 19, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99955723916947303, 0.00044119756387932317, 1.5632322695853878e-06, 3.4398942174110031e-11, 3.3232907053682474e-35, 1.476419849442221e-61, 2.2350822007083971e-143, 1.4677763710806066e-154, 8.3423797002516396e-155, 7.7422195634187898e-200, 6.9493724244308864e-220, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
g,"[14, 19, 8, 1, 2, 3, 4, 5, 6, 7, 9, 18, 10, 11, 12, 13, 15, 16, 17, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stoke,"[18, 7, 4, 0, 2, 9, 5, 19, 14, 1, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99999992286592787, 6.3462107878608225e-08, 1.0794732208555346e-08, 2.8772335103673556e-09, 2.6927671058857588e-21, 1.0898046422561268e-37, 3.8677005201086062e-80, 1.7875333300317532e-86, 2.1796858849668965e-132, 1.3294532872109697e-149, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1845,"[4, 0, 18, 7, 2, 9, 15, 19, 5, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999984601170178, 1.5398765047506956e-07, 6.5875677242465088e-13, 4.0972508149296726e-17, 2.0861632898481397e-40, 9.2164012907849094e-61, 2.7712625946178355e-124, 2.5368304308200105e-147, 2.390684697074646e-164, 6.800242033923655e-203, 2.4668571846403796e-249, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hendrik,"[4, 0, 18, 7, 2, 9, 19, 5, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999795582168394, 1.7862837539941518e-06, 2.5788804527281951e-07, 6.5315333948371107e-12, 1.0098771691550889e-40, 3.5689278948490947e-58, 4.0173426614865573e-127, 2.5363596321029941e-137, 1.6721121162567814e-156, 6.4495995185486992e-178, 4.960115880852055e-198, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lorentz,"[2, 18, 9, 7, 0, 19, 4, 1, 14, 5, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[1.0, 3.8815900658319291e-18, 2.1691291177314685e-18, 1.7340333451847537e-23, 1.1598239507871854e-33, 2.2788996365414541e-63, 2.2394646725734017e-65, 6.7769895550305113e-70, 1.2899157929366585e-90, 2.5816662433873286e-94, 2.234976007471459e-315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
togeth,"[14, 1, 19, 7, 9, 2, 18, 5, 13, 0, 6, 15, 12, 11, 10, 8, 16, 4, 3, 17]","[1.0, 1.0599122396795108e-14, 3.8186335371377436e-24, 1.3299073430041333e-43, 1.1017585822052259e-46, 2.3796213394266536e-77, 2.4233303956998513e-92, 1.8413442426494853e-115, 3.3646035562468495e-133, 3.3450817347368909e-212, 2.628114693261526e-273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
elabor,"[4, 0, 18, 7, 2, 9, 5, 19, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.98243556951353728, 0.017551215642588391, 1.3214842971160058e-05, 8.905209471301664e-13, 5.7316209166343002e-37, 2.1817192249342832e-62, 5.4140533210300083e-115, 4.1971445371123707e-118, 7.7034020866753957e-143, 2.1911813223552046e-185, 2.779466805636692e-203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
maxwel,"[9, 2, 7, 18, 1, 19, 14, 5, 0, 4, 13, 6, 12, 11, 10, 8, 15, 3, 16, 17]","[1.0, 1.9699486807071864e-18, 8.9750775500952018e-28, 3.3198922457934901e-31, 2.2860512534402435e-31, 1.2018727043932996e-31, 9.2950952639455003e-54, 3.653079124144776e-72, 2.011410240046626e-77, 3.2812799685319639e-168, 1.9937332211051659e-223, 3.3967121351962139e-316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
electrodynam,"[18, 7, 2, 9, 0, 19, 5, 4, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[1.0, 1.0916406905855308e-17, 9.3507828762960885e-19, 2.3657119612443632e-27, 2.6927547126871211e-50, 1.2450524851797401e-87, 3.6741129612018002e-89, 1.8055691396981074e-94, 1.0995469490659102e-113, 1.0116703604169054e-132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
magnet,"[16, 19, 8, 1, 2, 3, 4, 5, 6, 7, 9, 18, 10, 11, 12, 13, 14, 15, 17, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
conductor,"[7, 2, 18, 9, 0, 19, 5, 1, 4, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99783784105367024, 0.0021621589462823497, 2.4570341010071922e-14, 1.6024703917351344e-17, 1.5897232767173571e-62, 3.3711379901167842e-63, 1.1004326050144804e-68, 6.7509876916641871e-89, 9.7051389282992319e-98, 3.6091138550992112e-111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
negat,"[19, 1, 9, 14, 7, 2, 18, 5, 0, 6, 17, 3, 4, 16, 15, 10, 11, 12, 13, 8]","[1.0, 6.7983569730486211e-30, 2.0538119305423729e-37, 1.7487480488279498e-53, 5.0456872183113625e-67, 2.0540867259683743e-78, 5.893983427106743e-117, 2.9312244850905623e-122, 7.4448747248701732e-288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
drift,"[7, 18, 2, 0, 9, 4, 19, 1, 5, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99999805805351638, 1.9408843475092862e-06, 1.0621163776033573e-09, 1.4419729011010027e-18, 1.138490018605415e-18, 6.103059682006716e-36, 1.0587691883455882e-40, 2.2062904939938012e-80, 1.1066361470294513e-87, 6.1555895956267124e-113, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
experi,"[14, 1, 9, 5, 7, 19, 18, 2, 13, 12, 11, 10, 8, 15, 6, 16, 4, 3, 17, 0]","[1.0, 7.7849368021568077e-47, 6.0207189991473451e-93, 1.9703589798354715e-99, 3.7743663217652556e-100, 1.0565144791643458e-104, 1.1721299880979114e-108, 1.0907792871406294e-108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well,"[14, 1, 19, 7, 9, 2, 5, 18, 0, 6, 13, 15, 12, 11, 10, 8, 16, 4, 3, 17]","[0.99934459178199886, 0.00065540821797687506, 5.1236068029556855e-37, 5.644138601561394e-51, 4.8150016485801113e-56, 1.1301129774585001e-60, 4.7727441495799328e-65, 4.1130163790101063e-79, 6.9553987808069209e-150, 2.6516771169427757e-233, 2.5372801977528876e-234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
led,"[1, 9, 14, 7, 19, 5, 2, 18, 0, 6, 13, 4, 17, 15, 12, 11, 10, 8, 16, 3]","[1.0, 1.051852297018626e-19, 8.5687999811477303e-22, 2.9963233170237963e-29, 2.2398805585740736e-31, 8.5125820039990237e-37, 6.785568481515381e-39, 1.4465226222103911e-55, 1.4378370299659268e-95, 1.2926282376800696e-134, 2.3335685575635192e-184, 4.7890061379868879e-213, 9.2632798320928164e-308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
albert,"[5, 1, 9, 2, 7, 14, 18, 19, 0, 4, 11, 10, 12, 8, 13, 6, 15, 3, 16, 17]","[1.0, 1.2414779164515871e-47, 6.8906269168766158e-49, 3.24536500615603e-63, 2.4690435291578078e-67, 3.9045187531442819e-69, 3.4099305288900473e-74, 2.9276644449127676e-74, 8.3396357785924576e-116, 2.0575977570838134e-196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
einstein,"[6, 14, 1, 9, 5, 7, 2, 19, 18, 11, 10, 8, 12, 13, 15, 4, 3, 16, 17, 0]","[1.0, 9.3627273543378601e-116, 2.49181437454982e-118, 1.1119655135303116e-131, 1.5779227437071751e-193, 3.429808156527038e-203, 4.9022663964935708e-208, 1.2420927719609735e-218, 5.2667441997801627e-237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1905,"[18, 0, 4, 7, 2, 9, 5, 19, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.9999992578323057, 6.8921122188411282e-07, 5.2876764891949869e-08, 7.9725732821503773e-11, 7.8273491936610937e-26, 5.2931280030193094e-46, 2.3470846853315118e-78, 6.6572633509304855e-107, 5.6457823073163891e-156, 1.6684263412992529e-197, 6.1352278492588958e-225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
present,"[14, 1, 7, 9, 18, 19, 2, 5, 13, 0, 4, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[1.0, 5.3041499885591258e-24, 8.5742955675319774e-43, 9.4068599299126544e-47, 2.0151764833853277e-47, 1.2966704229472792e-48, 6.6443170542707506e-63, 7.4617836661461946e-84, 2.4125982082455433e-130, 2.2649888686863717e-134, 1.3128086437659285e-297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
equat,"[6, 14, 1, 9, 19, 5, 7, 2, 18, 15, 13, 12, 11, 10, 8, 16, 4, 3, 17, 0]","[1.0, 2.2265313111030072e-81, 3.521634824478596e-92, 1.3430569997719591e-131, 2.546050440288459e-168, 1.4838494073487096e-177, 1.1569559072589037e-182, 4.8424387657550293e-189, 9.0312002837609904e-283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
acid,"[11, 19, 8, 1, 2, 3, 4, 5, 6, 7, 9, 18, 10, 12, 13, 14, 15, 16, 17, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hormon,"[1, 19, 9, 7, 2, 14, 18, 0, 5, 13, 4, 17, 3, 16, 6, 15, 10, 11, 12, 8]","[1.0, 5.7389983153358226e-19, 9.1596237369090231e-32, 1.0750086514573934e-35, 9.8702715008489274e-44, 8.3863173135555456e-47, 1.1202321915368394e-56, 6.9714900452627233e-101, 4.3322690380667028e-135, 2.4040060295028565e-226, 4.380676313243706e-261, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
development,"[14, 1, 9, 19, 7, 2, 15, 16, 13, 12, 11, 10, 18, 8, 6, 5, 4, 3, 17, 0]","[1.0, 2.2975033431792151e-119, 1.4730195595444742e-149, 2.7391310240977508e-218, 2.953182858491824e-262, 4.7945641038919289e-299, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
process,"[13, 14, 1, 9, 19, 2, 15, 16, 12, 11, 10, 18, 8, 7, 6, 5, 4, 3, 17, 0]","[1.0, 2.9884069771269809e-139, 3.2894022071077587e-174, 2.0011824015473515e-216, 3.8462966514487061e-219, 3.5212609519886327e-307, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
includ,"[13, 14, 1, 9, 19, 7, 2, 15, 16, 12, 11, 10, 18, 8, 6, 5, 4, 3, 17, 0]","[1.0, 5.542232839226228e-124, 1.6970109804963968e-136, 3.8339755292980931e-217, 3.0638632109516744e-234, 3.2532661407110302e-252, 6.2638127126038653e-312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bud,"[4, 0, 18, 7, 2, 9, 15, 5, 19, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99997900487149605, 2.0993288022997651e-05, 1.839416425625004e-09, 1.0600737963689087e-12, 1.4829399466007571e-42, 2.501026454065846e-63, 4.4286357820474153e-78, 1.2737167495358636e-123, 1.0817390515454816e-139, 5.1635745397190238e-201, 1.2108751203565198e-209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stress,"[5, 14, 1, 9, 2, 18, 19, 7, 6, 12, 11, 10, 13, 8, 15, 4, 3, 16, 17, 0]","[1.0, 1.0007089786139154e-54, 1.2094825386656508e-55, 3.3569952191271252e-65, 2.8680619988559204e-73, 1.7491835188146041e-100, 8.6978236386278547e-107, 9.688150730882552e-134, 2.8701083074841369e-215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
respons,"[15, 4, 0, 18, 7, 2, 9, 5, 19, 1, 14, 12, 11, 10, 13, 8, 6, 16, 3, 17]","[1.0, 2.7358842765005624e-42, 1.5988066402231886e-46, 4.5189881797241066e-49, 2.4509931099049779e-54, 5.0935931987789298e-98, 7.6333332093104883e-132, 1.1640000441499026e-206, 5.2498559780766531e-235, 4.7643331249670914e-316, 2.8661687828109102e-316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
degrad,"[7, 0, 18, 2, 9, 4, 19, 1, 5, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99999999999965894, 3.3449749930600936e-13, 3.541024491431062e-15, 1.6130349322985383e-16, 1.1823004308185166e-22, 3.9774738629361574e-37, 9.0049608337883005e-65, 9.6969766175071147e-99, 3.3325700477757798e-107, 3.4805390266498495e-134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
absolut,"[9, 7, 19, 2, 18, 1, 5, 14, 0, 4, 13, 6, 3, 16, 17, 15, 10, 11, 12, 8]","[1.0, 4.6575047266778123e-20, 5.1458635153566797e-21, 3.1076712584814328e-24, 5.0923834655361152e-35, 2.7705169578056917e-39, 2.7359391370655462e-39, 3.4114053083092189e-47, 4.3145718617208026e-72, 2.7338413085966118e-113, 4.4660173990170636e-213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lower,"[1, 9, 14, 19, 2, 18, 5, 7, 0, 4, 13, 6, 15, 16, 12, 11, 10, 8, 3, 17]","[1.0, 4.1129552222480487e-30, 1.6764511047065444e-30, 5.8044527778436846e-32, 2.8521478052773438e-49, 4.8467843754672754e-66, 5.7532502179952534e-67, 1.6700876739967112e-67, 4.7172125332409191e-168, 2.2781572813970323e-214, 2.5745127913830804e-264, 1.9816659139402776e-306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thermodynam,"[5, 14, 1, 9, 2, 19, 7, 18, 0, 13, 12, 11, 10, 8, 6, 15, 4, 3, 16, 17]","[1.0, 5.5392794239099379e-45, 1.0099202581251176e-50, 9.4367725054916038e-54, 1.5515966409391969e-77, 1.901108906696319e-102, 1.2464224270860775e-104, 2.3245137032362228e-149, 5.998507365628132e-242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
temperatur,"[1, 14, 19, 8, 2, 3, 4, 5, 6, 7, 9, 18, 10, 11, 12, 13, 15, 16, 17, 0]","[1.0, 3.8260627976716773e-142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
